name,price
Nicholas Mejia,13.522722894981564
Phillip Logan,0169.72317735515057
Jamie Jackson,299.18465764449707
Thomas Alvarez,000072.23090551307303
Kaitlin Lawson,000116.94347037938131
Carlos Wagner,268.21582016815387
Christopher Anderson,0000045.6140118909368
Roberto Sparks,0113.76759851967823
Julie Oneal,00214.0692546520581
Megan Friedman,240.35183526254585
Cheryl Taylor,00096.58849728182575
Jeffrey Hatfield,000241.510366599431
James Phillips,18.9820537026686
Jessica Moore,0128.92241929436463
Eric Richards,79.96034999093172
Rebecca Mitchell,00240.7557103425616
Anna Patrick,158.13197002274651
Eric Schmidt,197.34383042404582
Mark Campbell,156.89477737741527
Taylor Oconnell,0000190.58686484269742
Debra Peters,70.77282648937202
Richard Anderson,99.64762698819763
William Russell,201.2067576979624
Ryan Mcdaniel,245.97207043590126
Jacqueline Frazier,191.72866033655612
Steven Stuart,32.13545498900703
Emily Rodriguez,000090.35267623453606
Ryan Perez,28.243139810723438
Lauren Hahn,00000287.31523874507013
Megan Lopez,127.44342040513898
Matthew Lucero,000194.01461422945013
Joseph Perez,0000052.967157151557075
Kimberly Wright,153.6378606134594
Donald Braun,16.164660938298937
Savannah Reese,0000156.4062563328036
Leslie Wiggins,65.7384485391433
Mrs. Deanna Gonzalez,26.466546138452586
Derrick Brown PhD,22.810138529458957
Meghan Davis,000116.30375042472723
Faith Edwards,163.6350437649592
Stephanie Morgan,160.76157741927142
Laura Vargas,17.127396121115467
Caleb Singh,55.99219306284342
Cassandra Andrade,189.3732230771234
Robert Hall,183.85108532964932
Kenneth Hill,6.341114310874008
David Brown,136.85914724628716
Sarah Lewis,0000237.1228891742235
Stephen Meyers,261.27859888560334
Victor Becker,71.86420396630679
Brad Huff,150.7929287423482
Thomas Sanchez,18.396754753639534
Michael Chapman,229.96025546281385
Stephen Lam,89.7224111790212
Theresa Wells,80.07481775935153
Richard Barrera,000055.20716242725814
Kelly Boyle,237.05159811685436
Alexander Richardson,0000021.989152078332765
James Hicks,00177.05152973253934
Todd Simon PhD,93.74886445720837
Jason Meyer,114.07688008900804
Matthew Moore,150.47071033290658
Lindsay Rivera,108.13028617947214
Michael Peterson,253.49409655623722
Jennifer Martin PhD,193.19626020391047
Martin Solomon,186.44926003460333
Rebecca Quinn,72.46973743241983
Kerry Branch,09.47433296603336
Leslie Ruiz,219.32926412483437
Joseph Howard,86.76006818949979
Rebecca Wright,233.51237868404203
Jacqueline Phillips,266.4418807637938
Wesley Erickson,134.5999691628891
Janet West,225.89938274464808
James Barnett,237.58789660161452
Eric Scott,0000252.83163026586107
James Jones,250.71734865982532
Joshua Baker DVM,87.85407144920393
Kathleen Baker,260.1202045078956
Michael Clark,260.38213864420794
Anne Richards,0214.5768030308842
Renee Williams,273.244833975788
Derek Thomas,128.0732517990944
Robert White,15.360062748400482
Teresa Figueroa,00000157.0536373958685
Ashley Murphy,117.9457722525255
Laura Peterson,0227.61238720222818
Brian Cardenas,000096.53388242086972
Dana Conrad,12.358026829135104
Kathleen Deleon,123.77194342330148
Ebony Garcia,0243.7546140187644
Johnathan Allen,8.375005468567808
Laura Faulkner,00.1729300559224045
Kirk Pearson,9.30353222346686
Joseph Bonilla,44.20757269674264
Christina Moore,121.10851309744301
Gary Barber,00000109.57604220678186
Laura Diaz,1.192317589257541
Jerry Stuart,222.11847116791634
Brianna Griffith,0200.53008202191594
Kenneth Lopez,56.49118553389483
Wesley Krause,115.9217821029392
Derek Sullivan,199.9901640984334
Brian Johnson,202.85095400956234
Miss Monica Mcdonald,190.94974665428435
Christine Peterson,144.04827786827389
Brianna Ramirez,0000196.13334182480372
Robert Decker,00071.98489151666685
Michael Bryant,82.4054195471574
Jamie Silva,161.79207879949138
Steven Jones,00096.06536656771986
Christopher Bautista,25.75261850288405
Elizabeth Stein,0000255.6515652912814
Brandi Werner,297.96376780022
Derrick Jones,167.93459370467622
Michelle Price,80.72808371584358
Kara Silva,32.08813700057643
Lisa Cox,33.65138700838381
Jonathan Armstrong,14.57035663426911
Randy Rodriguez,178.00771505534377
Amber Payne,0000124.47760035063384
Patricia Moore,55.82247701908053
Barbara Krueger,60.73961436052519
Susan Colon,191.55571094915913
Ryan Morgan,296.23790313676466
Chad Willis,008.733980597717183
Brian Curtis,154.5553092375678
Stephanie Jones,257.30344472560904
Jeffrey Garcia,242.17531754422902
Erik Walker,167.34737410002475
Steven Murray,179.81387964048162
Samuel Simmons,38.361172407936635
Brian Brown,100.0395380126042
Barbara Brown,0223.02701999799032
Monica Oconnor,27.825780509948306
Jacob Yang,054.06984635830351
Jennifer Roberts,0000172.7932745335233
Ashley Schultz,171.18700010685046
Elizabeth Swanson,228.436298947716
Jonathan Lawrence MD,36.777289152830505
Linda Rodriguez,175.73652197644896
Molly Tate,00000192.7650924984391
Patrick Mosley,00020.681797320299346
